QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT,COMBINED_FORWARD,LOG_MONEYNESS,TOTAL_VARIANCE
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,-0.00054,0.00605, , 0.000000,37.61,1 x 1,44.48,48.36,224.0,0.0,0.02,0 x 11,0.01,-0.00118,0.00024,0.00062,-0.00468,-0.0004, 1.193610, 589.000000,46.9,0.173,270.62,-0.1890695709804583,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,0.0,0.00576, , 7.000000,28.13,11 x 11,45.49,46.25,225.0,0.0,0.03,0 x 700,0.01,-0.00207,0.00033,0.00056,-0.0103,-0.00045, 1.244760, ,45.9,0.17,270.62,-0.184615220631078,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,0.0,0.00668, , 0.000000,28.52,2 x 1,42.15,46.35,226.0,0.0,0.01,0 x 486,0.01,-0.00096,0.00022,0.00093,-0.0053,0.0, 1.141980, 183.000000,44.9,0.166,270.62,-0.1801806235632122,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,-0.00024,0.00578, , 1.000000,28.04,1 x 11,41.49,44.11,227.0,0.0,0.02,0 x 700,0.03,-0.00166,0.00034,0.00133,-0.00997,-8e-05, 1.191780, 585.000000,43.9,0.162,270.62,-0.1757656053540955,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,0.0,0.00608, , 11.000000,56.65,11 x 11,42.53,43.29,228.0,0.0,0.01,0 x 486,0.01,-0.00132,0.00022,0.00047,-0.00545,-0.00026, 1.090710, 349.000000,42.9,0.158,270.62,-0.1713699938810574,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,-0.00035,0.0058, , 0.000000,27.93,11 x 11,41.55,42.3,229.0,0.0,0.02,0 x 700,0.01,-0.00219,0.00042,0.00114,-0.00995,-0.0003, 1.135490, ,41.9,0.155,270.62,-0.1669936192812585,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,0.0,0.00621, , 232.000000,27.04,1 x 1,39.34,42.36,230.0,0.0,0.01,0 x 486,0.02,-0.00106,0.00027,0.0009,-0.00453,0.0, 1.040400, ,40.9,0.151,270.62,-0.1626363139123027,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,-0.00046,0.00583, , 15.000000,27.58,1 x 1,38.08,41.36,231.0,0.0,0.01,0 x 488,0.02,-0.0013,0.0003,0.00028,-0.00537,-0.00037, 1.014360, ,39.9,0.147,270.62,-0.1582979123137045,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,0.0,0.00673, , 2.000000,25.79,1 x 1,37.07,40.36,232.0,0.0,0.01,0 x 297,0.02,-0.00077,0.00032,0.00037,-0.00456,-5e-05, 0.989260, ,38.9,0.144,270.62,-0.1539782511691882,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,-0.00029,0.00596, , 4.000000,21.85,1 x 1,36.35,39.36,233.0,0.0,0.0,0 x 486,0.01,-0.0013,0.00031,0.00063,-0.00543,-0.00011, 0.963890, ,37.9,0.14,270.62,-0.1496771692697976,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,-0.00011,0.00688, , 13.000000,22.7,11 x 11,36.56,37.3,234.0,0.0,0.01,0 x 486,0.02,-0.00097,0.00028,0.0005,-0.00493,0.0, 0.938320, ,36.9,0.136,270.62,-0.1453945074777967,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,-0.0002,0.00626, , 221.000000,21.76,11 x 11,35.53,36.29,235.0,0.0,0.02,0 x 486,0.01,-0.00159,0.00031,0.00056,-0.00529,-0.00012, 0.913100, ,35.9,0.133,270.62,-0.1411301086913391,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,0.0,0.00607, , 2.000000,21.1,1 x 1,33.07,36.36,236.0,0.0,0.02,0 x 486,0.03,-0.00121,0.00033,0.00044,-0.00507,-0.00028, 0.888540, ,34.9,0.129,270.62,-0.136883817809888,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,0.0,0.00686, , 20.000000,19.81,1 x 1,32.17,35.37,237.0,0.0,0.02,0 x 486,0.02,-0.00184,0.00038,0.00053,-0.00455,0.0, 0.863900, ,33.9,0.125,270.62,-0.132655481700367,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,0.0,0.00651, , 6.000000,20.01,11 x 11,32.53,33.29,238.0,0.0,0.01,0 x 486,0.05,-0.00189,0.00041,0.00109,-0.00521,-0.00028, 0.838340, ,32.9,0.122,270.62,-0.1284449491640235,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,-0.00015,0.0063, , 2.000000,19.8,11 x 11,31.38,32.13,239.0,0.0,0.01,0 x 486,0.04,-0.00102,0.00044,0.00111,-0.00518,-0.00012, 0.813870, ,31.9,0.118,270.62,-0.1242520709039875,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,0.0,0.00655, , 522.000000,28.96,50 x 50,30.54,31.06,240.0,0.0,0.0,0 x 229,0.01,-0.00176,0.00044,0.00072,-0.00504,-4e-05, 0.788420, ,30.9,0.114,270.62,-0.1200766994935068,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,-0.00037,0.00644, , 71.000000,25.51,11 x 11,29.48,30.24,241.0,0.0,0.01,0 x 405,0.01,-0.00204,0.00046,0.00104,-0.00527,0.0, 0.764310, ,29.9,0.111,270.62,-0.1159186893448431,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,0.0,0.00652, , 24.000000,23.16,1 x 1,27.06,30.45,242.0,0.0,0.01,0 x 366,0.01,-0.00162,0.00051,0.00081,-0.00482,0.0, 0.739450, ,28.9,0.107,270.62,-0.1117778966788118,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,0.98019,0.00323,0.00669,-0.10505,0.00616, 1.020040, 52.000000,15.2,50 x 50,27.79,28.3,243.0,0.02,0.01,20 x 319,0.03,-0.00264,0.00084,0.0012,-0.00985,-2e-05, 0.765570, ,27.9,0.103,270.62,-0.1076541794949497,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,-2e-05,0.00667, , 139.000000,14.7,11 x 11,26.4,27.09,244.0,0.0,0.01,0 x 328,0.03,-0.00218,0.0006,0.00062,-0.0054,-0.00035, 0.689530, ,26.9,0.099,270.62,-0.1035473975422963,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,0.97603,0.00406,0.0085,-0.12994,0.00696, 0.987690, ,21.79,50 x 1,24.78,27.36,245.0,0.0,0.02,0 x 133,0.01,-0.00203,0.00058,0.00065,-0.00531,-0.0002, 0.665550, ,25.9,0.096,270.62,-0.0994574122907711,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,-0.00031,0.00667, , 129.000000,17.2,300 x 11,24.04,25.09,246.0,0.0,0.01,0 x 216,0.01,-0.00177,0.00063,0.00095,-0.00519,-0.00017, 0.640130, ,24.9,0.092,270.62,-0.0953840869031353,
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,0.99774,0.00067,0.00134,-0.00495,0.00699, 0.616520, 343.000000,14.74,11 x 50,23.67,24.21,247.0,0.0,0.01,0 x 1681,0.01,-0.00216,0.00071,0.00059,-0.00454,-0.00019, 0.615720, ,23.9,0.088,270.62,-0.091327286207521,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,1.0,0.0,0.0,0.0,0.00693, , ,15.0,300 x 11,22.04,23.09,248.0,0.01,0.02,5 x 400,0.01,-0.00518,0.00153,0.00171,-0.01491,-0.00015, 0.659570, ,22.9,0.085,270.62,-0.087286876670516,
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,0.96282,0.0063,0.01191,-0.1998,0.00656, 0.920120, 881.000000,13.31,10 x 11,21.73,22.55,249.0,0.0,0.03,0 x 300,0.01,-0.00331,0.00127,0.00115,-0.00961,-0.00026, 0.607360, ,21.9,0.081,270.62,-0.0832627263707905,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,0.93032,0.00893,0.01916,-0.4754,0.00601, 1.060420, ,20.0,50 x 10,20.52,22.31,250.0,0.01,0.0,11 x 50,0.02,-0.00396,0.00145,0.00207,-0.01056,-0.00012, 0.581380, ,20.9,0.077,270.62,-0.0792547049732517,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,0.96225,0.00696,0.01128,-0.18005,0.00677, 0.831210, ,17.63,11 x 11,19.72,20.53,251.0,0.01,0.01,98 x 1,0.01,-0.00535,0.00199,0.00235,-0.01508,0.0, 0.579920, ,19.9,0.074,270.62,-0.0752626837037142,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,0.96774,0.00666,0.00982,-0.13495,0.00704, 0.754550, ,14.23,5 x 5,18.07,20.08,252.0,0.0,0.02,0 x 2,0.01,-0.00197,0.00105,0.00102,-0.00525,-0.0005, 0.493040, ,18.9,0.07,270.62,-0.0712865353240749,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,0.94474,0.00952,0.01558,-0.28515,0.007, 0.833560, ,13.06,5 x 6,17.08,19.36,253.0,0.01,0.02,3 x 400,0.01,-0.00664,0.00235,0.00283,-0.01479,-0.00043, 0.526550, ,17.9,0.066,270.62,-0.0673261341079779,0.0
1584129600,2020-03-13 16:00,2020-03-13,16.0,270.94,2020-03-13,1584129600,0.0,0.98278,0.00506,0.0064,-0.05033,0.00709, 0.584080, ,14.96,11 x 10,16.63,17.35,254.0,0.01,0.01,1 x 10,0.01,-0.00452,0.00202,0.00228,-0.01012,-0.00047, 0.478690, ,16.9,0.063,270.62,-0.0633813558169615,0.0
